日期,身份別,期貨多方交易口數,選擇權多方交易口數,期貨多方交易契約金額(千元),選擇權多方交易契約金額(千元),期貨空方交易口數,選擇權空方交易口數,期貨空方交易契約金額(千元),選擇權空方交易契約金額(千元),期貨多空交易口數淨額,選擇權多空交易口數淨額,期貨多空交易契約金額淨額(千元),選擇權多空交易契約金額淨額(千元),期貨多方未平倉口數,選擇權多方未平倉口數,期貨多方未平倉契約金額(千元),選擇權多方未平倉契約金額(千元),期貨空方未平倉口數,選擇權空方未平倉口數,期貨空方未平倉契約金額(千元),選擇權空方未平倉契約金額(千元),期貨多空未平倉口數淨額,選擇權多空未平倉口數淨額,期貨多空未平倉契約金額淨額(千元),選擇權多空未平倉契約金額淨額(千元)
2020/06/01,投信,1255,0,2660506,0,220,0,487256,0,1035,0,2173250,0.0,6329,81,8824994,104,40970,54,82454923,337,-34641,27,-73629929,-233
2020/06/01,外資及陸資,178785,96783,195412996,344871,174334,97479,192324396,353273,4451,-696,3088600,-8402.0,101505,145480,148490661,1169292,102591,144270,70568441,1510729,-1086,1210,77922220,-341437
2020/06/02,自營商,30018,240329,28886438,497427,31831,237186,28363950,509726,-1813,3143,522488,-12299.0,73302,306114,60543258,1583630,77301,277721,41417669,1088431,-3999,28393,19125589,495199
2020/06/02,投信,248,0,550937,0,39,0,77099,0,209,0,473838,0.0,6319,81,8854401,70,40751,54,82342739,371,-34432,27,-73488338,-301
2020/06/02,外資及陸資,152112,98491,153422317,332244,152050,100084,152199334,329713,62,-1593,1222983,2531.0,100045,147743,147240712,1175359,101084,148126,67808278,1478738,-1039,-383,79432434,-303379
2020/06/03,自營商,39584,407801,40720576,766428,43978,373972,42919889,760707,-4394,33829,-2199313,5721.0,73462,262127,62044695,1520136,81826,242793,44883713,1136686,-8364,19334,17160982,383450
2020/06/03,投信,758,54,1707282,105,127,54,286371,1,631,0,1420911,104.0,6246,81,8824446,130,40047,54,82063195,627,-33801,27,-73238749,-497
2020/06/03,外資及陸資,172766,151838,189380652,450101,163317,147746,181878852,449435,9449,4092,7501800,666.0,108673,143755,156862045,1296533,100266,134634,68499610,1484849,8407,9121,88362435,-188316
2020/06/04,自營商,33184,202787,34816932,681380,35314,206673,35899677,687796,-2130,-3886,-1082745,-6416.0,72209,275117,61763245,1558946,82808,259629,45546450,1225314,-10599,15488,16216795,333632
2020/06/04,投信,392,0,890644,0,0,0,0,0,392,0,890644,0.0,6270,81,8935988,75,39679,54,81776884,740,-33409,27,-72840896,-665
2020/06/04,外資及陸資,189170,88701,206507922,409362,195241,84875,212060517,416242,-6071,3826,-5552595,-6880.0,102351,153280,149968207,1384126,100042,140333,66559643,1529758,2309,12947,83408564,-145632
2020/06/05,自營商,29259,185930,29738880,550678,32231,179171,28997828,542503,-2972,6759,741052,8175.0,72282,291583,63397619,1589836,85904,269302,46241431,1311059,-13622,22281,17156188,278777
2020/06/05,投信,1321,31,3027769,476,17,2,38785,1,1304,29,2988984,475.0,6291,82,9061863,40,38396,26,79551028,436,-32105,56,-70489165,-396
2020/06/05,外資及陸資,158174,79473,169571095,336183,156013,77422,167634541,326925,2161,2051,1936554,9258.0,106701,160526,158485689,1500870,102231,145528,72402931,1582556,4470,14998,86082758,-81686
2020/06/08,自營商,43287,331004,43272601,837453,46235,331049,46044121,861114,-2948,-45,-2771520,-23661.0,70640,315637,63104526,1694190,87372,293458,48534475,1489717,-16732,22179,14570051,204473
2020/06/08,投信,963,25,2225764,322,354,13,819005,5,609,12,1406759,317.0,6266,81,9087290,45,37762,13,78874953,277,-31496,68,-69787663,-232
2020/06/08,外資及陸資,199558,131485,222063399,526587,205985,121457,230240859,502391,-6427,10028,-8177460,24196.0,103067,174884,155749231,1701423,105024,149858,76963422,1692955,-1957,25026,78785809,8468
2020/06/09,自營商,35358,249855,35615138,521107,34176,253604,34167092,591783,1182,-3749,1448046,-70676.0,71570,323903,64897004,1720506,87150,305480,48841594,1606086,-15580,18423,16055410,114420
2020/06/09,投信,16,12,37142,169,1050,6,2436724,2,-1034,6,-2399582,167.0,6241,80,9057896,44,38771,6,81461321,137,-32530,74,-72403425,-93
2020/06/09,外資及陸資,157960,110143,176476043,453664,155072,107706,171591317,385169,2888,2437,4884726,68495.0,107508,178494,164936939,1777316,106589,151031,80988133,1676235,919,27463,83948806,101081
2020/06/10,自營商,40421,359566,41044389,616740,38866,341855,38911843,617736,1555,17711,2132546,-996.0,72772,277675,66208181,1663759,86673,261703,47800558,1594537,-13901,15972,18407623,69222
2020/06/10,投信,278,60,639194,252,732,108,1710104,188,-454,-48,-1070910,64.0,6253,79,9146289,149,39237,53,83234415,253,-32984,26,-74088126,-104
2020/06/10,外資及陸資,160129,133467,176952618,533147,162086,137098,181818313,548153,-1957,-3631,-4865695,-15006.0,107065,170744,165543807,1875875,108085,148665,85727433,1746924,-1020,22079,79816374,128951
2020/06/11,自營商,50532,261123,49056923,736488,47779,266291,49961339,873440,2753,-5168,-904416,-136952.0,70947,285523,60545125,1477688,82047,274809,43353313,1446558,-11100,10714,17191812,31130
2020/06/11,投信,64,0,149809,0,3484,0,7912007,0,-3420,0,-7762198,0.0,6159,79,8868402,356,42563,53,89369478,138,-36404,26,-80501076,218
2020/06/11,外資及陸資,230926,102566,259037684,517497,233092,113162,253984736,511637,-2166,-10596,5052948,5860.0,107206,176071,168655021,1561209,110389,164588,85171101,1543535,-3183,11483,83483920,17674
2020/06/12,自營商,44399,244902,48120545,828075,46513,259908,46626613,875475,-2114,-15006,1493932,-47400.0,69278,292735,59245783,1510133,82396,297070,40749225,1495003,-13118,-4335,18496558,15130
2020/06/12,投信,9352,0,17633624,0,9783,0,20691161,0,-431,0,-3057537,0.0,6171,79,8757246,496,43006,53,91611818,115,-36835,26,-82854572,381
2020/06/12,外資及陸資,253474,130807,292901701,656317,262285,134554,308772855,683076,-8811,-3747,-15871154,-26759.0,104974,184430,164646472,1514078,116959,176694,97766468,1562062,-11985,7736,66880004,-47984
2020/06/15,自營商,51276,302022,56399086,876230,50880,296888,57321997,896280,396,5134,-922911,-20050.0,70635,308109,59941698,1505257,83471,307496,42668392,1456587,-12836,613,17273306,48670
2020/06/15,投信,22789,0,46616214,0,24570,0,49901916,0,-1781,0,-3285702,0.0,7630,79,9298943,799,46246,53,94182901,78,-38616,26,-84883958,721
2020/06/15,外資及陸資,324138,154633,394008822,744296,321419,154360,387239122,692695,2719,273,6769700,51601.0,108801,194220,163423868,1475735,113414,186211,90776869,1540185,-4613,8009,72646999,-64450
2020/06/16,自營商,57799,363721,63957749,851934,61950,333061,67096176,745943,-4151,30660,-3138427,105991.0,67612,341068,60351055,1557350,84296,309838,45694490,1433699,-16684,31230,14656565,123651
2020/06/16,投信,18128,0,34534804,0,16942,0,31418568,0,1186,0,3116236,0.0,6208,79,8806316,82,43638,53,92907944,141,-37430,26,-84101628,-59
2020/06/16,外資及陸資,288971,162716,352388857,645545,286108,167651,354416353,666245,2863,-4935,-2027496,-20700.0,114658,198981,174592097,1573356,116435,195907,101930672,1549702,-1777,3074,72661425,23654
2020/06/17,自營商,57382,420385,59949067,689723,60891,406079,64964828,651106,-3509,14306,-5015761,38617.0,43317,82902,45210355,725237,58997,75281,28852208,537326,-15680,7621,16358147,187911
2020/06/17,投信,771,79,1230228,453,471,80,599569,6,300,-1,630659,447.0,6463,77,9345383,359,43593,52,93035034,93,-37130,25,-83689651,266
2020/06/17,外資及陸資,224743,185728,263505770,516357,226518,187354,262923686,539842,-1775,-1626,582084,-23485.0,89808,55699,144157984,459330,89593,50237,79549107,521035,215,5462,64608877,-61705
2020/06/18,自營商,32544,183001,29837252,623999,33610,180128,29000887,614015,-1066,2873,836365,9984.0,49740,110148,48432899,807134,66564,99661,31233578,617053,-16824,10487,17199321,190081
2020/06/18,投信,80,0,178737,0,88,0,192936,0,-8,0,-14199,0.0,6425,77,9289889,293,43563,52,93249840,89,-37138,25,-83959951,204
2020/06/18,外資及陸資,186455,74500,215163616,354103,185975,81350,211492985,393971,480,-6850,3670631,-39868.0,94588,62330,147178916,479490,93920,63718,78698870,579428,668,-1388,68480046,-99938
2020/06/19,自營商,27006,151369,26970234,423265,28109,154379,27454384,446096,-1103,-3010,-484150,-22831.0,51865,118225,50412327,785658,70023,110757,33667559,625574,-18158,7468,16744768,160084
2020/06/19,投信,146,0,333110,0,124,0,282918,0,22,0,50192,0.0,6447,77,9354568,228,43563,52,93363564,69,-37116,25,-84008996,159
2020/06/19,外資及陸資,164755,71935,181895086,297894,171860,74124,186895887,300307,-7105,-2189,-5000801,-2413.0,94573,65869,144545651,469688,101007,69446,81039148,567347,-6434,-3577,63506503,-97659
2020/06/22,自營商,36980,244577,39485604,606329,36404,232421,37690329,560350,576,12156,1795275,45979.0,53913,146405,53362378,856746,71483,126816,34801409,653945,-17570,19589,18560969,202801
2020/06/22,投信,427,0,922514,0,373,0,851720,0,54,0,70794,0.0,6611,77,9686977,196,43673,52,93715118,59,-37062,25,-84028141,137
2020/06/22,外資及陸資,182829,80952,212070831,306150,185556,89326,212445599,340697,-2727,-8374,-374768,-34547.0,100867,70656,156312077,475505,110016,82607,93135957,605173,-9149,-11951,63176120,-129668
2020/06/23,自營商,36879,304882,38927172,589734,37313,306820,38590803,592009,-434,-1938,336369,-2275.0,55605,157606,55621221,864593,73846,139948,36676369,670849,-18241,17658,18944852,193744
2020/06/23,投信,685,0,684755,0,108,0,247451,0,577,0,437304,0.0,7153,77,10077228,159,43638,52,93927276,63,-36485,25,-83850048,96
2020/06/23,外資及陸資,216095,116834,247352729,388133,211644,115732,243725067,384514,4451,1102,3627662,3619.0,107320,74391,161510231,481768,112021,85240,94504629,604618,-4701,-10849,67005602,-122850
2020/06/24,自營商,31311,340068,33159463,515779,33886,312348,35453683,470047,-2575,27720,-2294220,45732.0,52441,115392,50317533,848395,73211,98683,33518194,623490,-20770,16709,16799339,224905
2020/06/24,投信,350,52,805720,91,95,52,218896,0,255,0,586824,91.0,7088,77,9983589,231,43318,52,93742704,86,-36230,25,-83759115,145
2020/06/24,外資及陸資,152621,107588,165621705,306891,152474,110194,164680317,318688,147,-2606,941388,-11797.0,111099,66933,166071611,504672,115619,77761,97730991,646089,-4520,-10828,68340620,-141417
2020/06/29,自營商,40703,265437,45427352,704300,39780,282772,41904348,770092,923,-17335,3523004,-65792.0,54595,140203,51212333,861292,74421,140829,31138518,709530,-19826,-626,20073815,151762
2020/06/29,投信,191,0,423792,0,1444,0,3281596,0,-1253,0,-2857804,0.0,7211,77,10120165,309,44694,52,95576479,35,-37483,25,-85456314,274
2020/06/29,外資及陸資,202051,84865,241735390,361036,208635,90042,248659703,390547,-6584,-5177,-6924313,-29511.0,106184,72124,157342422,484153,117285,88129,96843153,632428,-11101,-16005,60499269,-148275
2020/06/30,自營商,30709,251315,33217803,499885,30535,249262,32501858,473580,174,2053,715945,26305.0,57016,141719,54644243,791777,76806,140273,33658855,658655,-19790,1446,20985388,133122
2020/06/30,投信,1139,0,2576701,0,108,0,247685,0,1031,0,2329016,0.0,7329,77,10445623,126,43781,52,94373324,38,-36452,25,-83927701,88
2020/06/30,外資及陸資,147783,77930,161685418,275608,147751,71628,161391133,238507,32,6302,294285,37101.0,108271,77942,157669888,471890,116340,87645,96265488,564900,-8069,-9703,61404400,-93010
2020/07/01,自營商,40669,379242,43578382,695069,43739,343794,46271770,603478,-3070,35448,-2693388,91591.0,56167,124530,53551391,795356,78743,103487,35134206,598177,-22576,21043,18417185,197179
2020/07/01,投信,252,50,531011,80,94,51,217013,0,158,-1,313998,80.0,7503,76,10871415,200,43797,52,95027570,44,-36294,24,-84156155,156
2020/07/01,外資及陸資,159640,111359,179552629,318398,152132,111024,170797267,330970,7508,335,8755362,-12572.0,118007,74461,172299354,462851,118589,80694,101830924,571582,-582,-6233,70468430,-108731
2020/07/02,自營商,37380,206945,40864883,579378,38926,201906,39428287,567629,-1546,5039,1436596,11749.0,59828,153679,58439559,938447,83929,127550,38315593,733282,-24101,26129,20123966,205165
2020/07/02,投信,908,0,2120431,0,30,0,70116,0,878,0,2050315,0.0,7490,76,10984729,93,42906,52,94186543,89,-35416,24,-83201814,4
2020/07/02,外資及陸資,163123,69983,179724909,250529,153112,73784,169118008,256325,10011,-3801,10606901,-5796.0,126563,85166,181455492,551398,117131,95200,99390073,675041,9432,-10034,82065419,-123643
2020/07/03,自營商,35451,250969,38742342,760602,38246,237707,41334221,679619,-2795,13262,-2591879,80983.0,58909,176518,57632511,1155117,85682,137141,39831839,871571,-26773,39377,17800672,283546
2020/07/03,投信,734,0,1716646,0,214,0,505816,0,520,0,1210830,0.0,7589,76,11334833,53,42485,52,94313151,184,-34896,24,-82978318,-131
2020/07/03,外資及陸資,171578,101534,197269790,421261,166394,101994,187582687,431219,5184,-460,9687103,-9958.0,124339,90382,186333603,692621,114370,100876,93596303,831114,9969,-10494,92737300,-138493
2020/07/06,自營商,40913,338074,42951174,878507,49129,335743,45211429,892050,-8216,2331,-2260255,-13543.0,59147,204253,58738053,1594997,94142,162608,42875381,1300031,-34995,41645,15862672,294966
2020/07/06,投信,1612,0,3812805,0,74,0,178575,0,1538,0,3634230,0.0,7693,76,11757674,21,41051,52,92716255,488,-33358,24,-80958581,-467
2020/07/06,外資及陸資,162142,88645,169354211,367944,168901,88010,184165326,380711,-6759,635,-14811115,-12767.0,123985,96073,186830174,1037877,120748,105851,107200180,1158997,3237,-9778,79629994,-121120
2020/07/07,自營商,52682,374815,57230908,930708,54142,368426,55605218,926324,-1460,6389,1625690,4384.0,59777,218221,58047015,1503781,96235,170031,40558117,1193113,-36458,48190,17488898,310668
2020/07/07,投信,14,12,30176,30,3,13,7217,6,11,-1,22959,24.0,7703,75,11742233,46,41050,52,92424320,389,-33347,23,-80682087,-343
2020/07/07,外資及陸資,213582,164805,247591752,625856,213871,169523,247772088,652251,-289,-4718,-180336,-26395.0,123609,99596,185252139,949673,120682,114119,106108928,1108771,2927,-14523,79143211,-159098
2020/07/08,自營商,44297,398815,49036703,693063,46428,369467,47506268,671147,-2131,29348,1530435,21916.0,59266,140877,58817023,1329859,97850,106136,39693735,1034887,-38584,34741,19123288,294972
2020/07/08,投信,2053,59,4250818,155,35,58,84841,4,2018,1,4165977,151.0,8018,76,11882094,170,39347,52,89051058,514,-31329,24,-77168964,-344
2020/07/08,外資及陸資,167059,143710,199767360,446825,168597,150559,204675826,462882,-1538,-6849,-4908466,-16057.0,122035,86784,184279726,1022444,120230,101436,109232569,1187149,1805,-14652,75047157,-164705
2020/07/09,自營商,39304,150537,43260599,487680,39159,164351,39544544,569588,145,-13814,3716055,-81908.0,61474,151531,61027180,1326123,99973,130528,38171259,1107257,-38499,21003,22855921,218866
2020/07/09,投信,802,28,1948495,312,29,28,69756,132,773,0,1878739,180.0,8017,75,11911080,132,38573,51,87344888,385,-30556,24,-75433808,-253
2020/07/09,外資及陸資,177916,84091,209078583,365999,180048,80408,210172295,359911,-2132,3683,-1093712,6088.0,119409,96738,182122684,1054954,119736,107707,107991076,1212215,-327,-10969,74131608,-157261
2020/07/10,自營商,46457,232561,50094532,645303,48775,232924,54901953,665223,-2318,-363,-4807421,-19920.0,63303,166034,60281769,1243461,104210,145420,42365205,1031191,-40907,20614,17916564,212270
2020/07/10,投信,9110,0,19368528,0,9664,0,21627938,0,-554,0,-2259410,0.0,8660,75,12147693,251,39770,51,88888159,216,-31110,24,-76740466,35
2020/07/10,外資及陸資,225112,111398,277851263,486953,216719,112013,264929275,504979,8393,-615,12921988,-18026.0,124811,101423,187791626,891819,116745,113007,101679704,1034926,8066,-11584,86111922,-143107
2020/07/13,自營商,47256,217174,47874039,506934,47114,209148,43351126,480538,142,8026,4522913,26396.0,67059,185014,66282612,1440158,107815,156261,43499230,1147325,-40756,28753,22783382,292833
2020/07/13,投信,22279,21,50772827,224,21536,21,48403951,62,743,0,2368876,162.0,8743,75,12471881,132,39110,51,88190060,323,-30367,24,-75718179,-191
2020/07/13,外資及陸資,203438,111253,259740742,435321,208029,117203,273288271,464022,-4591,-5950,-13547529,-28701.0,119052,103793,178631385,1089925,115598,121327,104702058,1336974,3454,-17534,73929327,-247049
2020/07/14,自營商,67868,275450,75191385,596935,66369,285386,72431364,640876,1499,-9936,2760021,-43941.0,69668,201263,69869070,1508009,108913,182415,44242910,1237916,-39245,18848,25626160,270093
2020/07/14,投信,16252,9,31017309,75,16274,9,30839808,24,-22,0,177501,51.0,8931,73,12820699,157,39320,49,88361946,286,-30389,24,-75541247,-129
2020/07/14,外資及陸資,253185,181648,348367174,665781,257250,187742,354453817,686318,-4065,-6094,-6086643,-20537.0,115801,108674,175435405,1142471,113412,132302,107630581,1416713,2389,-23628,67804824,-274242
2020/07/15,自營商,60916,423834,66423333,805869,63970,391093,68981715,702421,-3054,32741,-2558382,103448.0,46686,95433,50497537,778632,83871,77445,34508312,689366,-37185,17988,15989225,89266
2020/07/15,投信,1300,67,969962,310,240,67,577537,33,1060,0,392425,277.0,10028,73,13350925,367,39357,49,88850321,294,-29329,24,-75499396,73
2020/07/15,外資及陸資,209015,271934,263334666,685843,212590,265216,267665372,680700,-3575,6718,-4330706,5143.0,95112,33420,145940953,541419,95004,45911,89091889,548155,108,-12491,56849064,-6736
2020/07/16,自營商,36277,183090,39763445,627310,37828,203901,35915629,754285,-1551,-20811,3847816,-126975.0,50112,110112,54839686,774986,88818,112750,35093882,793016,-38706,-2638,19745804,-18030
2020/07/16,投信,209,0,484503,0,1266,0,3041505,0,-1057,0,-2557002,0.0,10208,73,13678949,372,40594,49,91404455,223,-30386,24,-77725506,149
2020/07/16,外資及陸資,194004,84858,237274736,447400,200703,83666,243628416,439445,-6699,1192,-6353680,7955.0,96514,42422,144039886,562369,103147,53721,93727814,565269,-6633,-11299,50312072,-2900
2020/07/17,自營商,32961,211435,35056630,654554,36589,193271,36660715,583731,-3628,18164,-1604085,70823.0,53602,131709,57212375,804869,95936,116100,38942867,769857,-42334,15609,18269508,35012
2020/07/17,投信,282,0,674254,0,16,0,9107,0,266,0,665147,0.0,10455,73,14317375,303,40579,49,91466928,186,-30124,24,-77149553,117
2020/07/17,外資及陸資,179422,91129,218859060,407481,177854,89168,212744613,402381,1568,1961,6114447,5100.0,99000,48907,148663449,573632,104071,58245,92253028,557431,-5071,-9338,56410421,16201
2020/07/20,自營商,33361,209513,35507485,484009,30639,220413,31385540,523529,2722,-10900,4121945,-39520.0,56832,142746,60867738,791402,96459,137968,38497606,802099,-39627,4778,22370132,-10697
2020/07/20,投信,77,0,122824,0,365,0,869445,0,-288,0,-746621,0.0,10167,73,13576761,247,40579,49,91421284,154,-30412,24,-77844523,93
2020/07/20,外資及陸資,169198,120920,204502609,456932,166944,123346,203083321,465296,2254,-2426,1419288,-8364.0,102555,52914,151675407,560736,105387,64678,93858486,545711,-2832,-11764,57816921,15025
2020/07/21,自營商,45310,380904,52673328,873086,48180,359599,51852448,746722,-2870,21305,820880,126364.0,58612,172074,65761636,1091014,101034,145938,41945302,1031525,-42422,26136,23816334,59489
2020/07/21,投信,1290,0,3169419,0,414,300,1016950,3496,876,-300,2152469,-3496.0,10062,73,13597811,132,39598,349,90938985,3865,-29536,-276,-77341174,-3733
2020/07/21,外資及陸資,165691,173837,205065221,638881,166036,169017,206577810,650638,-345,4820,-1512589,-11757.0,108548,64073,166781553,696462,111722,71017,109378943,696274,-3174,-6944,57402610,188
2020/07/22,自營商,39471,373293,44568010,619241,43674,363328,48149597,649599,-4203,9965,-3581587,-30358.0,56467,113756,59284107,917645,103107,96882,38924636,867381,-46640,16874,20359471,50264
2020/07/22,投信,482,48,1185108,94,643,50,1584968,1,-161,-2,-399860,93.0,10332,71,14300445,203,40029,349,92317300,4105,-29697,-278,-78016855,-3902
2020/07/22,外資及陸資,155159,205992,192592841,574507,163564,213513,199676860,598052,-8405,-7521,-7084019,-23545.0,107579,49332,167288107,659903,119171,67014,116900062,709966,-11592,-17682,50388045,-50063
2020/07/23,自營商,43820,175960,48602280,608917,41646,203629,40771500,726572,2174,-27669,7830780,-117655.0,61063,126891,66026420,943124,105526,137603,37838889,1001270,-44463,-10712,28187531,-58146
2020/07/23,投信,15,0,35021,0,1273,0,3127346,0,-1258,0,-3092325,0.0,10342,71,14280965,235,41297,349,95103131,3808,-30955,-278,-80822166,-3573
2020/07/23,外資及陸資,180704,81131,221404329,391741,189328,86329,231315861,423623,-8624,-5198,-9911532,-31882.0,104874,53973,160132891,655108,121331,76853,119871763,739871,-16457,-22880,40261128,-84763
2020/07/24,自營商,58697,285409,60917481,1017741,56589,281022,63354643,1004173,2108,4387,-2437162,13568.0,63657,139859,67028697,1032485,106024,146198,41379248,1018230,-42367,-6339,25649449,14255
2020/07/24,投信,118,0,287293,0,1496,0,3636550,0,-1378,0,-3349257,0.0,10332,71,14088895,421,42665,349,97383735,2963,-32333,-278,-83294840,-2542
2020/07/24,外資及陸資,259305,157719,312635103,743509,257624,162587,303136852,774268,1681,-4868,9498251,-30759.0,105833,58558,163014176,649884,120609,86306,113797828,764694,-14776,-27748,49216348,-114810
2020/07/27,自營商,51387,323847,60844465,1299902,52315,296381,61256708,1083432,-928,27466,-412243,216470.0,63874,171936,69433167,1481642,107007,150744,43090473,1323371,-43133,21192,26342694,158271
2020/07/27,投信,1221,0,2821082,0,87,0,217340,0,1134,0,2603742,0.0,10476,71,14636263,138,41675,349,97774243,6355,-31199,-278,-83137980,-6217
2020/07/27,外資及陸資,262284,183646,337402440,902088,249589,185697,323348980,909974,12695,-2051,14053460,-7886.0,108798,60745,169881555,850813,113879,90544,105247780,1070798,-5081,-29799,64633775,-219985
2020/07/28,自營商,84119,610566,96689917,2323315,84435,616808,101141494,2211136,-316,-6242,-4451577,112179.0,64429,188910,68154144,1726803,107881,173825,46206302,1514023,-43452,15085,21947842,212780
2020/07/28,投信,120,0,292383,0,835,0,2058231,0,-715,0,-1765848,0.0,10540,71,14766676,162,42454,349,99386373,6444,-31914,-278,-84619697,-6282
2020/07/28,外資及陸資,382225,328453,485115382,1512306,390956,324323,494162343,1484948,-8731,4130,-9046961,27358.0,105804,70675,165533575,983172,116613,96367,110052429,1153705,-10809,-25692,55481146,-170533
2020/07/29,自營商,52495,481255,56928899,928519,56363,491989,59371767,971581,-3868,-10734,-2442868,-43062.0,64424,131131,65321484,1374695,111578,101096,45928871,1128119,-47154,30035,19392613,246576
2020/07/29,投信,0,47,0,151,1258,48,3099589,0,-1258,-1,-3099589,151.0,10462,70,14560215,323,43634,349,102032814,5586,-33172,-279,-87472599,-5263
2020/07/29,外資及陸資,250356,289256,303071416,872739,252517,292549,304740709,899501,-2161,-3293,-1669293,-26762.0,109506,59500,171845375,862437,122326,84809,117981750,1033350,-12820,-25309,53863625,-170913
2020/07/30,自營商,38854,177436,43029238,707118,38109,185484,40323762,733178,745,-8048,2705476,-26060.0,66741,154220,68909956,1571907,113141,132260,46429274,1326999,-46400,21960,22480682,244908
2020/07/30,投信,109,0,250381,0,52,0,113723,0,57,0,136658,0.0,10476,70,14785499,180,43591,349,103356405,7387,-33115,-279,-88570906,-7207
2020/07/30,外資及陸資,223171,116457,273007035,628095,214804,113241,263208879,601665,8367,3216,9798156,26430.0,113167,69543,178178125,1023469,117623,91636,113713178,1205707,-4456,-22093,64464947,-182238
2020/07/31,自營商,37222,187450,41727583,723605,39542,189957,42952223,730525,-2320,-2507,-1224640,-6920.0,66374,163093,69376177,1573632,115094,143621,48237162,1326601,-48720,19472,21139015,247031
2020/07/31,投信,527,0,1244973,0,124,400,287024,3814,403,-400,957949,-3814.0,10512,70,14798847,179,43224,749,102268197,10906,-32712,-679,-87469350,-10727
2020/07/31,外資及陸資,228295,125985,290506916,634609,235960,130556,299672905,661791,-7665,-4571,-9165989,-27182.0,112717,71295,178087103,1021242,124838,97959,122963434,1228167,-12121,-26664,55123669,-206925
2020/08/03,自營商,40713,216451,46019776,682082,38997,249193,40119840,812803,1716,-32742,5899936,-130721.0,70865,164863,74936903,1392325,117872,178097,48236199,1285204,-47007,-13234,26700704,107121
2020/08/03,投信,15,0,15341,0,1342,0,3328484,0,-1327,0,-3313143,0.0,10514,70,14641144,168,44553,749,104462573,7360,-34039,-679,-89821429,-7192
2020/08/03,外資及陸資,220139,155194,279079497,714928,235183,158432,294021179,757364,-15044,-3238,-14941682,-42436.0,108916,79320,171016152,949903,131881,109222,131326588,1105606,-22965,-29902,39689564,-155703
2020/08/04,自營商,38613,301458,42613318,682294,42504,275438,43641291,605819,-3891,26020,-1027973,76475.0,72289,175531,76840765,1478996,123223,162741,50742348,1266310,-50934,12790,26098417,212686
2020/08/04,投信,1150,0,2840632,0,47,0,100758,0,1103,0,2739874,0.0,10683,70,15238756,46,43619,749,103681889,10281,-32936,-679,-88443133,-10235
2020/08/04,外資及陸資,192412,155696,235595285,579800,177839,150101,214605865,559260,14573,5595,20989420,20540.0,115547,83026,182241119,989078,123939,107333,120853277,1203714,-8392,-24307,61387842,-214636
2020/08/05,自營商,39951,358882,41736753,710438,44509,333299,45459285,632939,-4558,25583,-3722532,77499.0,70852,141341,71727031,1532662,126142,114426,49013996,1205905,-55290,26915,22713035,326757
2020/08/05,投信,441,46,1067524,159,66,47,167823,0,375,-1,899701,159.0,10663,65,15264261,98,43224,745,103592512,12714,-32561,-680,-88328251,-12616
2020/08/05,外資及陸資,165885,159484,201530036,478307,164183,155498,198973944,474949,1702,3986,2556092,3358.0,118066,75930,188350289,1045349,124686,96364,123793359,1328060,-6620,-20434,64556930,-282711
2020/08/06,自營商,43384,230423,50231163,852504,42680,233925,49358142,881186,704,-3502,873021,-28682.0,74226,171090,75894113,1755506,128812,147651,52079335,1428272,-54586,23439,23814778,327234
2020/08/06,投信,112,23,235911,466,75,22,180704,63,37,1,55207,403.0,10641,65,15282121,66,43165,744,104219080,14696,-32524,-679,-88936959,-14630
2020/08/06,外資及陸資,214481,114730,268286962,581624,214547,118673,267860286,576963,-66,-3943,426676,4661.0,118331,86015,189526131,1176259,125017,110392,124063361,1502941,-6686,-24377,65462770,-326682
2020/08/07,自營商,34336,168359,37468628,561427,33884,181629,36268702,633323,452,-13270,1199926,-71896.0,77844,181445,79395874,1658925,131993,171266,54503807,1406966,-54149,10179,24892067,251959
2020/08/07,投信,15,0,38249,0,381,0,972112,0,-366,0,-933863,0.0,10624,65,15140729,67,43514,744,104479651,12314,-32890,-679,-89338922,-12247
2020/08/07,外資及陸資,191647,107084,232283204,492839,195934,113287,234096475,514183,-4287,-6203,-1813271,-21344.0,115833,89365,184652353,1116474,126806,119945,121210528,1411973,-10973,-30580,63441825,-295499
2020/08/10,自營商,35077,222392,35887947,580827,36597,207898,38312725,515763,-1520,14494,-2424778,65064.0,75550,205278,77740144,1787927,131297,180595,55002184,1434724,-55747,24683,22737960,353203
2020/08/10,投信,620,21,1538982,261,91,22,224393,26,529,-1,1314589,235.0,10574,63,15076900,50,42935,743,103772594,14047,-32361,-680,-88695694,-13997
2020/08/10,外資及陸資,182213,107657,217475099,431080,184392,111749,223837219,447377,-2179,-4092,-6362120,-16297.0,113781,87956,181760794,1130134,126933,122628,124097440,1502142,-13152,-34672,57663354,-372008
2020/08/11,自營商,41141,270348,44658612,599577,41727,275528,46826116,638063,-586,-5180,-2167504,-38486.0,76863,213223,78021882,1634934,133220,193702,57669151,1292450,-56357,19521,20352731,342484
2020/08/11,投信,14,12,33755,134,594,12,1509727,11,-580,0,-1475972,123.0,10570,63,14928817,83,43511,743,104275922,10466,-32941,-680,-89347105,-10383
2020/08/11,外資及陸資,174501,114058,201472134,412039,180435,120591,207977905,429551,-5934,-6533,-6505771,-17512.0,109965,87284,175047325,1009425,129051,128489,124345897,1302719,-19086,-41205,50701428,-293294
